Date,F,JNJ,JPM,KO,WMT
2007-12-31,3.3817806243896484,38.76812744140625,27.184967041015625,17.384796142578125,10.883663177490234
2008-01-02,3.316455125808716,38.3089599609375,26.49386215209961,17.30548667907715,10.73940372467041
2008-01-03,3.2410802841186523,38.320579528808594,26.311677932739258,17.486783981323242,10.620331764221191
2008-01-04,3.0802829265594482,38.268253326416016,25.714820861816406,17.520774841308594,10.46920394897461
2008-01-07,3.0953588485717773,38.86112594604492,25.972400665283203,17.93437385559082,10.661545753479004
2008-01-08,3.0652084350585938,38.90763473510742,24.94205665588379,18.008024215698242,10.526446342468262
2008-01-09,3.0501341819763184,39.4074821472168,25.293880462646484,18.48958969116211,10.73940372467041
2008-01-10,3.1405832767486572,39.47142791748047,25.966127395629883,18.571739196777344,11.082878112792969
2008-01-11,3.045109510421753,39.45397186279297,25.67084312438965,18.064668655395508,10.92717170715332
2008-01-14,3.1054089069366455,39.49467849731445,25.98497772216797,18.214797973632812,10.91572093963623
2008-01-15,2.9998841285705566,39.384239196777344,24.609085083007812,18.01934051513672,10.760013580322266
2008-01-16,2.944610595703125,39.70390319824219,26.028953552246094,17.747398376464844,10.874505043029785
2008-01-17,2.8943607807159424,39.42491149902344,25.15567970275879,17.574602127075195,10.872218132019043
2008-01-18,2.9747605323791504,38.52981185913086,24.872953414916992,17.206340789794922,10.895113945007324
2008-01-22,2.9797844886779785,37.93696975708008,25.67084312438965,16.65393829345703,11.266071319580078
2008-01-23,3.165707588195801,37.31505584716797,28.724199295043945,16.676603317260742,11.485896110534668
2008-01-24,3.145608425140381,36.913997650146484,28.246723175048828,16.96271324157715,11.199663162231445
2008-01-25,3.306405544281006,36.303707122802734,27.41742515563965,16.546295166015625,11.011897087097168
2008-01-28,3.351630210876465,36.65826416015625,28.629974365234375,16.8295841217041,11.15386962890625
2008-01-29,3.3616788387298584,36.600135803222656,29.81110191345215,16.585960388183594,11.22256088256836
2008-01-30,3.391828775405884,36.140968322753906,29.74826431274414,16.36500358581543,11.256915092468262
2008-01-31,3.336554765701294,36.698936462402344,29.77969741821289,16.713436126708984,11.618709564208984
2008-02-01,3.4420788288116455,36.82682418823242,30.313718795776367,16.787090301513672,11.71945858001709
2008-02-04,3.3566555976867676,36.8907470703125,29.038331985473633,16.608610153198242,11.465285301208496
2008-02-05,3.2310309410095215,36.54201126098633,27.574495315551758,16.260189056396484,11.34850788116455
2008-02-06,3.1707329750061035,36.64664077758789,27.467679977416992,16.347999572753906,11.181344032287598
2008-02-07,3.1003832817077637,36.50712203979492,28.340967178344727,16.55763053894043,11.412615776062012
2008-02-08,3.0551586151123047,36.05378341674805,27.53049659729004,16.78425407409668,11.16532039642334
2008-02-11,3.210930109024048,35.96660232543945,27.23521614074707,16.855070114135742,11.357661247253418
2008-02-12,3.2461061477661133,36.600135803222656,27.210092544555664,16.974048614501953,11.50650405883789
2008-02-13,3.306405544281006,36.85587692260742,27.706424713134766,16.82390594482422,11.600390434265137
2008-02-14,3.2461061477661133,36.49551773071289,26.77029800415039,16.585960388183594,11.442388534545898
2008-02-15,3.2410802841186523,36.559444427490234,27.172399520874023,16.645444869995117,11.321027755737305
2008-02-19,3.256155014038086,37.001182556152344,26.90851402282715,16.45848846435547,11.371406555175781
2008-02-20,3.2209813594818115,36.75125503540039,27.10956573486328,16.495309829711914,11.380566596984863
2008-02-21,3.1305315494537354,36.6059455871582,27.059307098388672,16.427322387695312,11.401172637939453
2008-02-22,3.1405832767486572,36.96575927734375,27.599620819091797,16.50380516052246,11.442388534545898
2008-02-25,3.2461061477661133,37.35777282714844,27.66244125366211,16.64827537536621,11.52482795715332
2008-02-26,3.2762558460235596,37.28171157836914,27.467679977416992,16.860734939575195,11.76983642578125
2008-02-27,3.316455125808716,36.883880615234375,27.90117835998535,17.010875701904297,11.77670955657959
