cell,seed,status,robust,epsilon,delta,log_return_pa,max_drawdown,volatility,sortino,sharpe,ew_log_return_pa,ew_max_drawdown,ew_volatility,ew_sortino,ew_sharpe,bh_log_return_pa,bh_max_drawdown,bh_volatility,bh_sortino,bh_sharpe,log_return_pa_val,volatility_val,sortino_val,sharpe_val,ew_log_return_pa_val,ew_volatility_val,ew_sortino_val,ew_sharpe_val,bh_log_return_pa_val,bh_volatility_val,bh_sortino_val,bh_sharpe_val
epsilon0.02_delta0.0005,5,ok,True,0.02,0.0005,0.10858267397925372,-0.2406798973931754,0.1622311018069182,0.7427106003505421,0.5245739402411203,0.1457040179262549,-0.2351858068486361,0.153857819270143,1.149279906169133,0.7955472586185159,0.13323387834091402,-0.2559768929377363,0.1515764132482547,1.0367196408617303,0.7248579027427721,0.1227166429162025,0.1766898627695744,0.962674420089039,0.6057158475277843,0.0964744985103607,0.1624029522267185,0.8321566830238463,0.5115796093498449,0.1111871749162674,0.1628745479925984,0.917743569024326,0.5577609530225655
epsilon0.03_delta0.0005,1,ok,True,0.03,0.0005,0.1199233038931766,-0.2496862015019803,0.1560233441726531,0.8727514027006898,0.6184786008611758,0.1457040179262549,-0.2351858068486361,0.153857819270143,1.149279906169133,0.7955472586185159,0.13323387834091402,-0.2559768929377363,0.1515764132482547,1.0367196408617303,0.7248579027427721,0.1095739305019378,0.1680213860909493,0.8845025043695325,0.5514410610407022,0.0964744985103607,0.1624029522267185,0.8321566830238463,0.5115796093498449,0.1111871749162674,0.1628745479925984,0.917743569024326,0.5577609530225655
epsilon0.03_delta0.0005,2,ok,True,0.03,0.0005,0.13153197536576047,-0.2461106460870487,0.1535482668814018,1.0098426392112978,0.7044124766602151,0.1457040179262549,-0.2351858068486361,0.153857819270143,1.149279906169133,0.7955472586185159,0.13323387834091402,-0.2559768929377363,0.1515764132482547,1.0367196408617303,0.7248579027427721,0.1042256653308868,0.1709459351341218,0.8369538003491064,0.522649465841409,0.0964744985103607,0.1624029522267185,0.8321566830238463,0.5115796093498449,0.1111871749162674,0.1628745479925984,0.917743569024326,0.5577609530225655
epsilon0.03_delta0.0005,3,ok,True,0.03,0.0005,0.14036710899086985,-0.2551411896322877,0.1678154463176819,1.0009969557620069,0.6974252044176515,0.1457040179262549,-0.2351858068486361,0.153857819270143,1.149279906169133,0.7955472586185159,0.13323387834091402,-0.2559768929377363,0.1515764132482547,1.0367196408617303,0.7248579027427721,0.1034479215741157,0.1790143528703101,0.8095063439542605,0.497746368284739,0.0964744985103607,0.1624029522267185,0.8321566830238463,0.5115796093498449,0.1111871749162674,0.1628745479925984,0.917743569024326,0.5577609530225655
epsilon0.03_delta0.0005,4,ok,True,0.03,0.0005,0.10902257690327133,-0.2718501143292755,0.1583692552699797,0.7731282554824502,0.5401567108551413,0.1457040179262549,-0.2351858068486361,0.153857819270143,1.149279906169133,0.7955472586185159,0.13323387834091402,-0.2559768929377363,0.1515764132482547,1.0367196408617303,0.7248579027427721,0.1057738810777664,0.1696568206935224,0.8479901472144873,0.5289752378673197,0.0964744985103607,0.1624029522267185,0.8321566830238463,0.5115796093498449,0.1111871749162674,0.1628745479925984,0.917743569024326,0.5577609530225655
epsilon0.03_delta0.0005,5,ok,True,0.03,0.0005,0.11749863232635109,-0.2190066753537914,0.1504106945682229,0.880841846060045,0.6253599653230244,0.1457040179262549,-0.2351858068486361,0.153857819270143,1.149279906169133,0.7955472586185159,0.13323387834091402,-0.2559768929377363,0.1515764132482547,1.0367196408617303,0.7248579027427721,0.1002683416008949,0.1680595068609446,0.820333377563838,0.5118673955327245,0.0964744985103607,0.1624029522267185,0.8321566830238463,0.5115796093498449,0.1111871749162674,0.1628745479925984,0.917743569024326,0.5577609530225655
epsilon0.04_delta0.0005,1,ok,True,0.04,0.0005,0.11800020839846184,-0.2723294051609942,0.1572187896718255,0.8496699073466139,0.6014853752176269,0.1457040179262549,-0.2351858068486361,0.153857819270143,1.149279906169133,0.7955472586185159,0.13323387834091402,-0.2559768929377363,0.1515764132482547,1.0367196408617303,0.7248579027427721,0.1030136048793792,0.1690466372052188,0.8324777864059404,0.5155278184789696,0.0964744985103607,0.1624029522267185,0.8321566830238463,0.5115796093498449,0.1111871749162674,0.1628745479925984,0.917743569024326,0.5577609530225655
epsilon0.04_delta0.0005,2,ok,True,0.04,0.0005,0.11999877081325394,-0.2781714295469639,0.1577648909360982,0.8733116464031059,0.6121319327664597,0.1457040179262549,-0.2351858068486361,0.153857819270143,1.149279906169133,0.7955472586185159,0.13323387834091402,-0.2559768929377363,0.1515764132482547,1.0367196408617303,0.7248579027427721,0.0986469238996505,0.1731689166708443,0.7780560738713493,0.4821565387765798,0.0964744985103607,0.1624029522267185,0.8321566830238463,0.5115796093498449,0.1111871749162674,0.1628745479925984,0.917743569024326,0.5577609530225655
epsilon0.04_delta0.0005,3,ok,True,0.04,0.0005,0.1321266042683419,-0.2551132031648712,0.1645025644204072,0.9498091668048196,0.6611373467699445,0.1457040179262549,-0.2351858068486361,0.153857819270143,1.149279906169133,0.7955472586185159,0.13323387834091402,-0.2559768929377363,0.1515764132482547,1.0367196408617303,0.7248579027427721,0.0960157588124275,0.1755223336112409,0.7620165462887023,0.4670000681408588,0.0964744985103607,0.1624029522267185,0.8321566830238463,0.5115796093498449,0.1111871749162674,0.1628745479925984,0.917743569024326,0.5577609530225655
epsilon0.04_delta0.0005,4,ok,True,0.04,0.0005,0.11978967209033727,-0.2709224395396985,0.1575398603040642,0.8739435175450504,0.6116726790930282,0.1457040179262549,-0.2351858068486361,0.153857819270143,1.149279906169133,0.7955472586185159,0.13323387834091402,-0.2559768929377363,0.1515764132482547,1.0367196408617303,0.7248579027427721,0.1042468398809433,0.1688660647059773,0.8372372637059975,0.521819666899617,0.0964744985103607,0.1624029522267185,0.8321566830238463,0.5115796093498449,0.1111871749162674,0.1628745479925984,0.917743569024326,0.5577609530225655
